observation_date,value
2010-08-05,89.4374
2010-08-06,89.2367
2010-08-09,89.47
2010-08-10,90.2283
2010-08-11,91.0296
2010-08-12,91.1741
2010-08-13,91.416
2010-08-16,91.0432
2010-08-17,90.6664
2010-08-18,90.6067
2010-08-19,90.9822
2010-08-20,91.801
2010-08-23,91.8023
2010-08-24,91.7853
2010-08-25,92.1257
2010-08-26,91.6001
2010-08-27,91.5548
2010-08-30,91.7711
2010-08-31,91.8862
2010-09-01,91.1432
2010-09-02,91.1567
2010-09-03,90.7255
2010-09-07,91.1428
2010-09-08,90.8219
2010-09-09,90.8082
2010-09-10,90.9277
2010-09-13,90.087
2010-09-14,89.4011
2010-09-15,89.983
2010-09-16,89.8748
2010-09-17,90.0758
2010-09-20,89.8509
2010-09-21,89.7346
2010-09-22,88.8556
2010-09-23,88.8475
2010-09-24,88.314
2010-09-27,88.2815
2010-09-28,88.0665
2010-09-29,87.8719
2010-09-30,88.0249
2010-10-01,87.3305
2010-10-04,87.5346
2010-10-05,86.9251
2010-10-06,86.3781
2010-10-07,86.5583
2010-10-08,86.3575
2010-10-12,86.5275
2010-10-13,86.0026
2010-10-14,85.6194
2010-10-15,85.9571
2010-10-18,86.1341
2010-10-19,87.151
2010-10-20,86.5306
2010-10-21,86.5177
2010-10-22,86.9143
2010-10-25,86.3061
2010-10-26,86.7338
2010-10-27,87.3609
2010-10-28,86.481
2010-10-29,86.4193
2010-11-01,86.3123
2010-11-02,85.8653
2010-11-03,85.9349
2010-11-04,84.9399
2010-11-05,85.4691
2010-11-08,85.7677
2010-11-09,85.9447
2010-11-10,86.5251
2010-11-12,86.7375
2010-11-15,87.0566
2010-11-16,87.9959
2010-11-17,87.7306
2010-11-18,87.5382
2010-11-19,87.5663
2010-11-22,87.5973
2010-11-23,88.2925
2010-11-24,88.1082
2010-11-26,88.8573
2010-11-29,89.413
2010-11-30,89.5068
2010-12-01,88.9792
2010-12-02,88.3279
2010-12-03,87.7548
2010-12-06,88.0209
2010-12-07,87.977
2010-12-08,88.4185
2010-12-09,88.4637
2010-12-10,88.286
2010-12-13,87.6491
2010-12-14,87.6145
2010-12-15,88.0186
2010-12-16,88.3788
2010-12-17,88.7792
2010-12-20,88.8515
2010-12-21,88.8325
2010-12-22,88.8294
2010-12-23,88.609
2010-12-27,88.4842
2010-12-28,88.1668
2010-12-29,87.8819
2010-12-30,87.6432
2011-01-03,86.9933
2011-01-04,87.4815
2011-01-05,88.0199
2011-01-06,88.4038
2011-01-07,88.5075
2011-01-10,88.4444
2011-01-11,88.4013
2011-01-12,87.9799
2011-01-13,87.0343
2011-01-14,87.3008
2011-01-18,86.9997
2011-01-19,86.7171
2011-01-20,87.3039
2011-01-21,86.6586
2011-01-24,86.365
2011-01-25,86.6153
2011-01-26,86.3551
2011-01-27,86.4368
2011-01-28,86.6383
2011-01-31,86.3104
2011-02-01,85.7003
2011-02-02,85.6897
2011-02-03,85.9669
2011-02-04,86.2862
2011-02-07,86.3605
2011-02-08,86.0372
2011-02-09,86.2708
2011-02-10,86.512
2011-02-11,86.833
2011-02-14,86.8205
2011-02-15,86.7839
2011-02-16,86.5702
2011-02-17,86.1723
2011-02-18,85.9369
2011-02-22,86.0893
2011-02-23,85.8687
2011-02-24,85.4802
2011-02-25,85.5003
2011-02-28,85.152
2011-03-01,85.0662
2011-03-02,84.8587
2011-03-03,84.9035
2011-03-04,84.7334
2011-03-07,84.799
2011-03-08,85.0119
2011-03-09,84.9237
2011-03-10,85.3716
2011-03-11,85.0842
2011-03-14,84.8099
2011-03-15,84.9959
2011-03-16,85.2596
2011-03-17,84.6189
2011-03-18,84.5423
2011-03-21,84.1854
2011-03-22,84.0189
2011-03-23,84.428
2011-03-24,84.0666
2011-03-25,84.376
2011-03-28,84.5295
2011-03-29,84.7039
2011-03-30,84.6187
2011-03-31,84.3618
2011-04-01,84.2164
2011-04-04,84.3298
2011-04-05,84.2183
2011-04-06,83.886
2011-04-07,83.9644
2011-04-08,83.4874
2011-04-11,83.315
2011-04-12,83.4664
2011-04-13,83.385
2011-04-14,83.2798
2011-04-15,83.2836
2011-04-18,83.9789
2011-04-19,83.3721
2011-04-20,82.723
2011-04-21,82.3067
2011-04-22,82.5033
2011-04-25,82.4431
2011-04-26,82.2605
2011-04-27,82.359
2011-04-28,81.7462
2011-04-29,81.4984
2011-05-02,81.3834
2011-05-03,81.4183
2011-05-04,81.684
2011-05-05,82.5348
2011-05-06,82.6306
2011-05-09,83.2305
2011-05-10,83.0009
2011-05-11,83.1049
2011-05-12,83.4773
2011-05-13,83.9243
2011-05-16,83.6562
2011-05-17,84.1215
2011-05-18,83.7192
2011-05-19,83.7619
2011-05-20,83.9492
2011-05-23,84.598
2011-05-24,84.3149
2011-05-25,84.2003
2011-05-26,84.1996
2011-05-27,83.3901
2011-05-31,83.0986
2011-06-01,82.9424
2011-06-02,83.2728
2011-06-03,82.6386
2011-06-06,82.6405
2011-06-07,82.3965
2011-06-08,82.6671
2011-06-09,82.7065
2011-06-10,83.2882
2011-06-13,83.2466
2011-06-14,82.782
2011-06-15,83.7446
2011-06-16,84.1262
2011-06-17,83.4737
2011-06-20,83.4554
2011-06-21,83.093
2011-06-22,83.091
2011-06-23,84.0001
2011-06-24,84.035
2011-06-27,83.9723
2011-06-28,83.6052
2011-06-29,83.1073
2011-06-30,82.7331
2011-07-01,82.7141
2011-07-05,82.8316
2011-07-06,83.253
2011-07-07,83.0898
2011-07-08,83.277
2011-07-11,83.8801
2011-07-12,83.8088
2011-07-13,82.9828
2011-07-14,82.9565
2011-07-15,82.8913
2011-07-18,83.4577
2011-07-19,82.7787
2011-07-20,82.6182
2011-07-21,81.9643
2011-07-22,82.0965
2011-07-25,81.9278
2011-07-26,81.5021
2011-07-27,81.8193
2011-07-28,81.9889
2011-07-29,81.7277
2011-08-01,82.2973
2011-08-02,82.2011
2011-08-03,82.0696
2011-08-04,83.2098
2011-08-05,83.311
2011-08-08,83.0937
2011-08-09,83.0676
2011-08-10,83.1045
2011-08-11,83.0894
2011-08-12,83.0779
2011-08-15,82.4601
2011-08-16,82.5036
2011-08-17,82.3087
2011-08-18,82.8809
2011-08-19,82.4822
2011-08-22,82.777
2011-08-23,82.5375
2011-08-24,82.7355
2011-08-25,82.8322
2011-08-26,82.5692
2011-08-29,82.3331
2011-08-30,82.5402
2011-08-31,82.4758
2011-09-01,82.6987
2011-09-02,83.0072
2011-09-06,84.2902
2011-09-07,84.0489
2011-09-08,84.2329
2011-09-09,85.3354
2011-09-12,85.4389
2011-09-13,85.1364
2011-09-14,85.1137
2011-09-15,84.5767
2011-09-16,84.6383
2011-09-19,85.289
2011-09-20,85.1815
2011-09-21,85.3742
2011-09-22,87.2674
2011-09-23,86.8807
2011-09-26,86.9993
2011-09-27,86.2668
2011-09-28,86.3358
2011-09-29,86.6284
2011-09-30,87.3631
2011-10-03,87.9961
2011-10-04,88.5631
2011-10-05,88.0023
2011-10-06,87.7243
2011-10-07,87.0098
2011-10-11,86.4919
2011-10-12,85.7309
2011-10-13,86.0837
2011-10-14,85.5074
2011-10-17,85.6921
2011-10-18,85.9225
2011-10-19,85.6279
2011-10-20,86.1533
2011-10-21,85.0093
2011-10-24,84.6702
2011-10-25,84.9436
2011-10-26,85.1162
2011-10-27,83.6278
2011-10-28,83.648
2011-10-31,84.462
2011-11-01,86.1092
2011-11-02,85.5126
2011-11-03,85.6628
2011-11-04,85.7741
2011-11-07,85.8361
2011-11-08,85.5645
2011-11-09,86.243
2011-11-10,86.2684
2011-11-14,86.107
2011-11-15,86.5902
2011-11-16,86.5981
2011-11-17,86.6051
2011-11-18,86.7072
2011-11-21,87.1612
2011-11-22,87.2052
2011-11-23,88.0579
2011-11-25,88.4251
2011-11-28,87.7187
2011-11-29,87.4902
2011-11-30,86.768
2011-12-01,86.6432
2011-12-02,87.0006
2011-12-05,86.6365
2011-12-06,86.8438
2011-12-07,86.7538
2011-12-08,87.1918
2011-12-09,87.0783
2011-12-12,87.8695
2011-12-13,88.1859
2011-12-14,88.9963
2011-12-15,88.5995
2011-12-16,88.6235
2011-12-19,88.6257
2011-12-20,88.0804
2011-12-21,88.2428
2011-12-22,88.0357
2011-12-23,88.0702
2011-12-27,87.8636
2011-12-28,88.5109
2011-12-29,88.3731
2011-12-30,87.9562
2012-01-03,87.3475
2012-01-04,87.8444
2012-01-05,88.6297
2012-01-06,88.8917
2012-01-09,88.9025
2012-01-10,88.426
2012-01-11,88.8972
2012-01-12,88.5115
2012-01-13,89.0693
2012-01-17,88.5053
2012-01-18,88.2545
2012-01-19,87.8359
2012-01-20,87.8444
2012-01-23,87.3889
2012-01-24,87.677
2012-01-25,87.8856
2012-01-26,86.8194
2012-01-27,86.652
2012-01-30,86.8323
2012-01-31,87.0465
2012-02-01,86.4129
2012-02-02,86.4618
2012-02-03,86.5948
2012-02-06,86.5284
2012-02-07,86.2281
2012-02-08,86.3089
2012-02-09,86.1913
2012-02-10,86.7929
2012-02-13,86.6218
2012-02-14,86.9754
2012-02-15,87.024
2012-02-16,86.998
2012-02-17,87.0135
2012-02-21,86.7678
2012-02-22,87.0692
2012-02-23,86.8288
2012-02-24,86.4352
2012-02-27,86.4844
2012-02-28,86.2844
2012-02-29,86.3494
2012-03-01,86.4083
2012-03-02,86.9636
2012-03-05,87.0263
2012-03-06,87.5654
2012-03-07,87.4342
2012-03-08,86.9582
2012-03-09,87.5539
2012-03-12,87.5823
2012-03-13,87.5667
2012-03-14,88.083
2012-03-15,87.8837
2012-03-16,87.4543
2012-03-19,87.1308
2012-03-20,87.4414
2012-03-21,87.5267
2012-03-22,87.5883
2012-03-23,87.2703
2012-03-26,86.9475
2012-03-27,86.9795
2012-03-28,87.2571
2012-03-29,87.2956
2012-03-30,87.0481
2012-04-02,86.7957
2012-04-03,86.7925
2012-04-04,87.6515
2012-04-05,87.698
2012-04-06,87.5919
2012-04-09,87.5659
2012-04-10,87.7477
2012-04-11,87.6314
2012-04-12,87.1418
2012-04-13,87.5442
2012-04-16,87.6263
2012-04-17,87.0634
2012-04-18,87.1807
2012-04-19,87.2518
2012-04-20,86.9525
2012-04-23,87.2068
2012-04-24,86.8444
2012-04-25,86.7476
2012-04-26,86.5415
2012-04-27,86.3153
2012-04-30,86.4905
2012-05-01,86.4509
2012-05-02,86.8089
2012-05-03,86.816
2012-05-04,87.1598
2012-05-07,87.1961
2012-05-08,87.4852
2012-05-09,87.7037
2012-05-10,87.7146
2012-05-11,87.6973
2012-05-14,88.0856
2012-05-15,88.4426
2012-05-16,88.8471
2012-05-17,88.9718
2012-05-18,89.1016
2012-05-21,89.0093
2012-05-22,89.129
2012-05-23,89.8189
2012-05-24,89.7789
2012-05-25,90.0445
2012-05-29,90.0127
2012-05-30,90.3526
2012-05-31,90.6113
2012-06-01,90.5329
2012-06-04,90.4176
2012-06-05,90.6436
2012-06-06,90.0091
2012-06-07,89.801
2012-06-08,90.3429
2012-06-11,90.0736
2012-06-12,90.0788
2012-06-13,89.7069
2012-06-14,89.6111
2012-06-15,89.3285
2012-06-18,89.5768
2012-06-19,88.9363
2012-06-20,89.0415
2012-06-21,89.7338
2012-06-22,89.9714
2012-06-25,90.1519
2012-06-26,90.0125
2012-06-27,90.1315
2012-06-28,90.3575
2012-06-29,89.1968
2012-07-02,89.3768
2012-07-03,89.1169
2012-07-05,89.9407
2012-07-06,90.4325
2012-07-09,90.4114
2012-07-10,90.4627
2012-07-11,90.497
2012-07-12,90.7208
2012-07-13,90.3339
2012-07-16,90.122
2012-07-17,90.2105
2012-07-18,89.968
2012-07-19,89.7758
2012-07-20,90.1577
2012-07-23,90.558
2012-07-24,90.8122
2012-07-25,90.5562
2012-07-26,89.7384
2012-07-27,89.3734
2012-07-30,89.5845
2012-07-31,89.3226
2012-08-01,89.4427
2012-08-02,90.0895
2012-08-03,89.1145
2012-08-06,88.9619
2012-08-07,88.9743
2012-08-08,89.0385
2012-08-09,89.28
2012-08-10,89.0971
2012-08-13,89.0594
2012-08-14,89.1152
2012-08-15,89.1801
2012-08-16,88.9923
2012-08-17,89.2031
2012-08-20,89.1092
2012-08-21,88.6162
2012-08-22,88.7602
2012-08-23,88.2613
2012-08-24,88.4642
2012-08-27,88.4623
2012-08-28,88.2052
2012-08-29,88.3462
2012-08-30,88.6248
2012-08-31,88.1228
2012-09-04,88.1965
2012-09-05,88.2092
2012-09-06,88.0083
2012-09-07,87.1942
2012-09-10,87.1745
2012-09-11,86.7655
2012-09-12,86.7495
2012-09-13,86.6349
2012-09-14,85.9467
2012-09-17,86.1178
2012-09-18,86.3535
2012-09-19,86.2899
2012-09-20,86.6879
2012-09-21,86.4738
2012-09-24,86.7996
2012-09-25,86.5942
2012-09-26,87.1009
2012-09-27,86.8537
2012-09-28,87.0848
2012-10-01,86.957
2012-10-02,86.8261
2012-10-03,87.2477
2012-10-04,86.7869
2012-10-05,86.4978
2012-10-09,87.1124
2012-10-10,87.0556
2012-10-11,86.9549
2012-10-12,86.8999
2012-10-15,86.9171
2012-10-16,86.8787
2012-10-17,86.3702
2012-10-18,86.5624
2012-10-19,87.2086
2012-10-22,87.2111
2012-10-23,87.5195
2012-10-24,87.5548
2012-10-25,87.4894
2012-10-26,87.6135
2012-10-31,87.5906
2012-11-01,87.5995
2012-11-02,87.9494
2012-11-05,88.0868
2012-11-06,87.93
2012-11-07,88.1243
2012-11-08,88.1861
2012-11-09,88.3234
2012-11-13,88.3415
2012-11-14,88.4403
2012-11-15,88.5089
2012-11-16,88.7358
2012-11-19,88.231
2012-11-20,88.3151
2012-11-21,88.4398
2012-11-23,87.8062
2012-11-26,87.8152
2012-11-27,87.8715
2012-11-28,87.8388
2012-11-29,87.7967
2012-11-30,87.7285
2012-12-03,87.4882
2012-12-04,87.3817
2012-12-05,87.4373
2012-12-06,87.7133
2012-12-07,87.7626
2012-12-10,87.7195
2012-12-11,87.536
2012-12-12,87.4602
2012-12-13,87.3995
2012-12-14,87.2726
2012-12-17,87.1199
2012-12-18,87.0196
2012-12-19,87.0131
2012-12-20,87.1458
2012-12-21,87.4985
2012-12-24,87.5453
2012-12-26,87.6232
2012-12-27,87.709
2012-12-28,87.703
2012-12-31,87.8285
2013-01-02,87.5801
2013-01-03,87.8197
2013-01-04,88.2579
2013-01-07,88.0224
2013-01-08,88.1144
2013-01-09,88.162
2013-01-10,87.721
2013-01-11,87.4937
2013-01-14,87.5139
2013-01-15,87.5219
2013-01-16,87.6995
2013-01-17,87.7183
2013-01-18,88.232
2013-01-22,88.0007
2013-01-23,88.1274
2013-01-24,88.3375
2013-01-25,88.4255
2013-01-28,88.4267
2013-01-29,88.1596
2013-01-30,87.9808
2013-01-31,87.8024
2013-02-01,87.7416
2013-02-04,88.1275
2013-02-05,88.1807
2013-02-06,88.2968
2013-02-07,88.7106
2013-02-08,88.6954
2013-02-11,88.8829
2013-02-12,88.6523
2013-02-13,88.7136
2013-02-14,88.961
2013-02-15,89.1363
2013-02-19,89.2287
2013-02-20,89.5441
2013-02-21,89.9606
2013-02-22,90.1992
2013-02-25,90.3952
2013-02-26,90.4793
2013-02-27,90.329
2013-02-28,90.5238
2013-03-01,91.0456
2013-03-04,91.0203
2013-03-05,90.9164
2013-03-07,91.0032
2013-03-08,91.4524
2013-03-11,91.3889
2013-03-12,91.3018
2013-03-13,91.535
2013-03-14,91.3736
2013-03-15,90.7132
2013-03-18,91.0483
2013-03-19,91.3731
2013-03-20,91.2698
2013-03-21,91.1504
2013-03-22,90.7994
2013-03-25,91.1198
2013-03-26,91.0321
2013-03-27,91.3183
2013-03-28,91.0039
2013-03-29,91.1553
2013-04-01,90.8678
2013-04-02,90.9549
2013-04-03,90.7911
2013-04-04,91.2172
2013-04-05,90.8637
2013-04-08,91.2575
2013-04-09,90.8791
2013-04-10,90.9909
2013-04-11,90.6086
2013-04-12,90.7371
2013-04-15,90.9149
2013-04-16,90.7887
2013-04-17,91.1985
2013-04-18,91.1776
2013-04-19,91.3769
2013-04-22,91.4314
2013-04-23,91.5826
2013-04-24,91.6802
2013-04-25,91.315
2013-04-26,90.9518
2013-04-29,90.6772
2013-04-30,90.1532
2013-05-01,90.0799
2013-05-02,90.5652
2013-05-03,90.5329
2013-05-06,90.732
2013-05-07,90.6459
2013-05-08,90.2378
2013-05-09,90.5347
2013-05-10,91.7579
2013-05-13,91.6857
2013-05-14,91.9305
2013-05-15,92.3994
2013-05-16,92.1496
2013-05-17,92.9216
2013-05-20,92.6772
2013-05-21,92.5792
2013-05-22,93.1756
2013-05-23,92.5493
2013-05-24,92.544
2013-05-28,93.058
2013-05-29,92.6166
2013-05-30,92.1203
2013-05-31,92.3554
2013-06-03,91.5062
2013-06-04,91.9421
2013-06-05,91.7292
2013-06-06,90.6515
2013-06-07,90.5827
2013-06-10,90.7786
2013-06-11,90.3741
2013-06-12,89.8782
2013-06-13,89.7445
2013-06-14,89.7215
2013-06-17,89.7863
2013-06-18,89.7933
2013-06-19,89.705
2013-06-20,91.3899
2013-06-21,91.879
2013-06-24,92.1142
2013-06-25,92.1114
2013-06-26,92.176
2013-06-27,92.3918
2013-06-28,92.6512
2013-07-01,92.4816
2013-07-02,92.8766
2013-07-03,92.7634
2013-07-05,93.7986
2013-07-08,93.7404
2013-07-09,93.9324
2013-07-10,93.4741
2013-07-11,92.238
2013-07-12,92.3504
2013-07-15,92.5311
2013-07-16,91.9871
2013-07-17,92.226
2013-07-18,92.3402
2013-07-19,91.9531
2013-07-22,91.5543
2013-07-23,91.4476
2013-07-24,91.4627
2013-07-25,91.3365
2013-07-26,91.0375
2013-07-29,90.9333
2013-07-30,91.1641
2013-07-31,91.22
2013-08-01,91.7203
2013-08-02,91.5704
2013-08-05,91.5275
2013-08-06,91.2455
2013-08-07,90.9872
2013-08-08,90.483
2013-08-09,90.5407
2013-08-12,90.6543
2013-08-13,91.2455
2013-08-14,91.101
2013-08-15,91.0755
2013-08-16,90.8302
2013-08-19,90.7622
2013-08-20,90.5442
2013-08-21,90.9921
2013-08-22,91.3671
2013-08-23,91.2812
2013-08-26,91.3696
2013-08-27,91.1505
2013-08-28,91.3397
2013-08-29,91.8656
2013-08-30,92.0133
2013-09-03,92.1176
2013-09-04,91.7773
2013-09-05,92.2104
2013-09-06,91.5864
2013-09-09,91.2485
2013-09-10,91.2996
2013-09-11,91.055
2013-09-12,90.857
2013-09-13,91.0374
2013-09-16,90.6323
2013-09-17,90.5714
2013-09-18,90.5965
2013-09-19,89.8456
2013-09-20,90.0259
2013-09-23,89.9205
2013-09-24,90.0577
2013-09-25,89.8808
2013-09-26,90.1821
2013-09-27,89.8274
2013-09-30,89.7517
2013-10-01,89.828
2013-10-02,89.5716
2013-10-03,89.4005
2013-10-04,89.5967
2013-10-07,89.5986
2013-10-08,89.6097
2013-10-09,90.1145
2013-10-10,90.1114
2013-10-11,90.1114
2013-10-15,90.2545
2013-10-16,90.2754
2013-10-17,89.3062
2013-10-18,89.2085
2013-10-21,89.353
2013-10-22,88.9833
2013-10-23,89.1575
2013-10-24,89.208
2013-10-25,89.3605
2013-10-28,89.4209
2013-10-29,89.5949
2013-10-30,89.6052
2013-10-31,90.0182
2013-11-01,90.5293
2013-11-04,90.3146
2013-11-05,90.4767
2013-11-06,90.2124
2013-11-07,90.6663
2013-11-08,91.0251
2013-11-12,91.0328
2013-11-13,90.7491
2013-11-14,90.8498
2013-11-15,90.7138
2013-11-18,90.4834
2013-11-19,90.5813
2013-11-20,90.7083
2013-11-21,90.9754
2013-11-22,90.8593
2013-11-25,91.1368
2013-11-26,90.9156
2013-11-27,91.1007
2013-11-29,90.9342
2013-12-02,91.2574
2013-12-03,91.0563
2013-12-04,91.3689
2013-12-05,90.8266
2013-12-06,90.9425
2013-12-09,90.7929
2013-12-11,90.4104
2013-12-12,90.8165
2013-12-13,90.7835
2013-12-16,90.5882
2013-12-17,90.7145
2013-12-18,90.7575
2013-12-19,91.2629
2013-12-20,91.2298
2013-12-23,90.9424
2013-12-24,91.0773
2013-12-26,91.159
2013-12-27,91.0729
2013-12-30,90.741
2013-12-31,90.8394
2014-01-02,91.184
2014-01-03,91.2587
2014-01-06,91.3031
2014-01-07,91.6157
2014-01-08,91.8845
2014-01-09,91.9804
2014-01-10,91.8123
2014-01-13,91.6758
2014-01-14,91.7782
2014-01-15,92.1425
2014-01-16,92.18
2014-01-17,92.3456
2014-01-21,92.3097
2014-01-22,92.5574
2014-01-23,92.223
2014-01-24,91.9779
2014-01-27,91.9849
2014-01-28,92.2263
2014-01-29,92.1499
2014-01-30,92.6682
2014-01-31,92.6242
2014-02-03,92.3736
2014-02-04,92.398
2014-02-05,92.4502
2014-02-06,92.1363
2014-02-07,92.0125
2014-02-10,91.9791
2014-02-11,91.8843
2014-02-12,91.8988
2014-02-14,91.4227
2014-02-18,91.2417
2014-02-19,91.4528
2014-02-20,91.8705
2014-02-24,91.5944
2014-02-25,91.5872
2014-02-26,91.9629
2014-02-27,91.7955
2014-02-28,91.3642
2014-03-04,91.7364
2014-03-05,91.5345
2014-03-06,91.0494
2014-03-07,91.3568
2014-03-10,91.4171
2014-03-11,91.3965
2014-03-12,91.3748
2014-03-13,90.9897
2014-03-14,91.0172
2014-03-18,91.0502
2014-03-19,91.2789
2014-03-20,92.0102
2014-03-21,91.8608
2014-03-24,91.8983
2014-03-25,91.8188
2014-03-26,91.654
2014-03-27,91.4537
2014-03-28,91.5844
2014-03-31,91.4485
2014-04-01,91.3963
2014-04-02,91.5816
2014-04-03,91.8081
2014-04-04,91.5787
2014-04-07,91.3906
2014-04-08,90.8848
2014-04-09,90.7599
2014-04-10,90.4931
2014-04-11,90.6428
2014-04-14,90.8872
2014-04-15,90.9794
2014-04-16,91.1026
2014-04-17,90.9923
2014-04-18,91.1464
2014-04-21,91.2265
2014-04-22,91.1714
2014-04-23,91.1792
2014-04-24,91.1204
2014-04-25,91.0939
2014-04-28,91.0943
2014-04-29,91.0296
2014-04-30,90.7438
2014-05-01,90.783
2014-05-02,90.8384
2014-05-05,90.7011
2014-05-06,90.2774
2014-05-07,90.3421
2014-05-08,90.3762
2014-05-09,90.8435
2014-05-12,90.8559
2014-05-13,91.0249
2014-05-14,90.9692
2014-05-15,90.959
2014-05-16,90.9419
2014-05-19,90.8548
2014-05-20,90.9984
2014-05-21,91.2363
2014-05-22,91.1946
2014-05-23,91.2301
2014-05-27,91.2999
2014-05-28,91.368
2014-05-29,91.2063
2014-05-30,91.1929
2014-06-02,91.4454
2014-06-03,91.4616
2014-06-04,91.5515
2014-06-05,91.4733
2014-06-06,91.4197
2014-06-09,91.4915
2014-06-10,91.6365
2014-06-11,91.4597
2014-06-12,91.293
2014-06-13,91.408
2014-06-16,91.1476
2014-06-17,91.3285
2014-06-18,91.3175
2014-06-19,90.9516
2014-06-20,90.9558
2014-06-23,90.8031
2014-06-24,90.9045
2014-06-25,90.6585
2014-06-26,90.6662
2014-06-27,90.497
2014-06-30,90.2545
2014-07-01,90.2028
2014-07-02,90.344
2014-07-03,90.4922
2014-07-07,90.5523
2014-07-08,90.5081
2014-07-09,90.4145
2014-07-10,90.4688
2014-07-11,90.6529
2014-07-14,90.6414
2014-07-15,90.865
2014-07-16,90.9629
2014-07-17,90.9331
2014-07-18,90.9635
2014-07-21,90.9361
2014-07-22,91.1353
2014-07-23,91.1306
2014-07-24,91.1993
2014-07-25,91.4958
2014-07-28,91.4234
2014-07-29,91.7232
2014-07-30,92.1031
2014-07-31,92.0147
2014-08-01,91.9468
2014-08-04,92.0002
2014-08-05,92.2991
2014-08-06,92.1794
2014-08-07,92.1161
2014-08-08,92.1492
2014-08-11,92.122
2014-08-12,92.228
2014-08-13,92.2486
2014-08-14,92.1522
2014-08-15,92.0737
2014-08-18,92.1407
2014-08-19,92.4588
2014-08-20,92.6609
2014-08-21,92.7477
2014-08-22,92.9164
2014-08-25,93.074
2014-08-26,93.0752
2014-08-27,92.8806
2014-08-28,92.8027
2014-08-29,92.9154
2014-09-02,93.3703
2014-09-03,93.1867
2014-09-04,93.8837
2014-09-05,93.8542
2014-09-08,94.2076
2014-09-09,94.6747
2014-09-10,94.5863
2014-09-11,94.671
2014-09-12,94.7834
2014-09-15,94.7286
2014-09-16,94.3942
2014-09-17,94.4484
2014-09-18,94.669
2014-09-19,95.0565
2014-09-22,95.1742
2014-09-23,95.2002
2014-09-24,95.5225
2014-09-25,95.7109
2014-09-26,96.1822
2014-09-29,96.0776
2014-09-30,96.544
2014-10-01,96.4456
2014-10-02,96.1096
2014-10-03,97.2357
2014-10-06,96.6433
2014-10-07,96.4158
2014-10-08,96.2721
2014-10-09,96.0879
2014-10-10,96.3376
2014-10-14,96.4121
2014-10-15,96.0061
2014-10-16,95.7637
2014-10-17,95.976
2014-10-20,95.9366
2014-10-21,95.9571
2014-10-22,96.2822
2014-10-23,96.4586
2014-10-24,96.2721
2014-10-27,96.1943
2014-10-28,95.9114
2014-10-29,95.7516
2014-10-30,96.5462
2014-10-31,97.4596
2014-11-03,97.9749
2014-11-04,97.8852
2014-11-05,98.2323
2014-11-06,98.7169
2014-11-07,98.5027
2014-11-10,98.4445
2014-11-12,98.2427
2014-11-13,98.4403
2014-11-14,98.3715
2014-11-17,98.571
2014-11-18,98.2989
2014-11-19,98.501
2014-11-20,98.5247
2014-11-21,98.7086
2014-11-24,98.7845
2014-11-25,98.5679
2014-11-26,98.296
2014-11-28,99.2444
2014-12-01,98.7226
2014-12-02,99.408
2014-12-03,99.654
2014-12-04,99.2401
2014-12-05,100.0969
2014-12-08,100.2119
2014-12-09,99.3703
2014-12-10,99.4672
2014-12-11,99.8034
2014-12-12,99.3779
2014-12-15,99.6817
2014-12-16,99.453
2014-12-17,99.9121
2014-12-18,100.3538
2014-12-19,100.7653
2014-12-22,100.7832
2014-12-23,101.1617
2014-12-24,101.071
2014-12-29,101.1495
2014-12-30,100.8703
2014-12-31,101.2064
2015-01-02,102.0577
2015-01-05,102.6059
2015-01-06,102.4574
2015-01-07,103.2686
2015-01-08,103.1442
2015-01-09,103.0439
2015-01-12,103.1772
2015-01-13,103.404
2015-01-14,103.1161
2015-01-15,103.142
2015-01-16,103.3726
2015-01-20,103.7401
2015-01-21,104.2691
2015-01-22,104.9466
2015-01-23,105.6305
2015-01-26,105.7647
2015-01-27,105.3087
2015-01-28,105.5695
2015-01-29,106.5137
2015-01-30,106.6533
2015-02-02,106.1458
2015-02-03,105.3507
2015-02-04,105.686
2015-02-05,105.2207
2015-02-06,106.08
2015-02-09,105.9251
2015-02-10,106.1767
2015-02-11,106.6835
2015-02-12,105.5528
2015-02-13,105.5187
2015-02-18,105.8727
2015-02-19,105.707
2015-02-20,105.8138
2015-02-23,106.1042
2015-02-24,106.3661
2015-02-25,105.5784
2015-02-26,106.4746
2015-02-27,106.5802
2015-03-02,106.8022
2015-03-03,106.4142
2015-03-04,107.0818
2015-03-06,108.7983
2015-03-09,108.802
2015-03-10,109.5453
2015-03-11,110.6105
2015-03-12,110.206
2015-03-13,111.0063
2015-03-16,110.6801
2015-03-17,110.6272
2015-03-18,110.4347
2015-03-19,110.4024
2015-03-20,108.977
2015-03-23,108.0819
2015-03-24,108.164
2015-03-25,107.7748
2015-03-26,107.9738
2015-03-27,108.363
2015-03-30,109.1934
2015-03-31,109.4402
2015-04-01,109.127
2015-04-02,108.6261
2015-04-03,107.654
2015-04-06,107.5275
2015-04-07,108.5398
2015-04-08,108.5743
2015-04-09,109.5995
2015-04-10,110.0508
2015-04-13,110.1537
2015-04-14,109.1724
2015-04-15,109.2472
2015-04-16,107.9404
2015-04-17,107.795
2015-04-20,107.8895
2015-04-21,108.0635
2015-04-22,108.1739
2015-04-23,107.5166
2015-04-24,107.0775
2015-04-27,106.8125
2015-04-28,106.0934
2015-04-29,104.9549
